clip_uid,official_split,analysis_role,event_family,action_type,difficulty,dive_score,open_set,reference_baseline,predicted_quality,phi_takeoff,occlusion_takeoff,duration_contribution_takeoff,phi_flight,occlusion_flight,duration_contribution_flight,phi_entry,occlusion_entry,duration_contribution_entry,top_phase,actual_max_intervention_phase,top_phase_intervention_match,targeted_intervention_effect,random_intervention_effect,reconstruction_error,scorer_alignment_error,phase_boundary_cosine,phase_boundary_top_match,reference_change_cosine,coalition_0,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,targeted_minus_random,targeted_effect,mean_nonselected_effect,strongest_nonselected_effect,loo_reconstruction_error
05::32,test,official_test,05,6243d,3.2,64.0,False,7.9409866,7.929544,0.025557915,0.021520615,-0.0025428136189778643,-0.0364569,-0.058564663,-0.005085627237955729,-0.0005436738,-0.01772499,-0.003814220428466797,flight,flight,True,0.05856466293334961,0.05856466293334961,0.0,1.7136335372924805e-07,-0.10739247,1.0,0.41701308,7.9409866,7.970858,7.9269137,7.947269,7.9579005,7.9881086,7.9080234,7.929544,0.0,0.05856466293334961,0.019622802734375,0.021520614624023438,0.043326377868652344
05::35,test,official_test,05,205b,2.9,75.4,False,8.365084,8.459556,-0.05558316,-0.0462265,0.02099376254611545,0.049494583,0.041527748,0.0419875250922309,0.10056051,0.09296322,0.03149064381917317,entry,entry,True,0.09296321868896484,0.09296321868896484,0.0,4.544854164123535e-07,0.36703673,0.5,0.9893674,8.365084,8.301398,8.4237995,8.366592,8.474496,8.418028,8.505782,8.459556,0.0,0.09296321868896484,0.04387712478637695,0.04622650146484375,0.006207466125488281
05::44,test,official_test,05,205b,2.9,56.55,False,7.170392,7.0472145,-0.082545124,-0.07567358,-0.02737278408474392,0.038465183,0.054887295,-0.05474556816948784,-0.07909759,-0.086884975,-0.04105917612711588,takeoff,entry,False,0.07567358016967773,0.08688497543334961,0.0,7.450580596923828e-09,0.5148091,0.0,0.62265164,7.170392,7.087129,7.198589,7.1340995,7.1052356,6.992327,7.122888,7.0472145,-0.011211395263671875,0.07567358016967773,0.07088613510131836,0.08688497543334961,0.015506267547607422
05::51,test,official_test,05,6243d,3.2,76.8,False,8.35551,8.19076,-0.117966495,-0.10364437,-0.0732222663031684,-0.0014580091,0.017050743,-0.0366111331515842,-0.045325596,-0.046279907,-0.0549166997273763,takeoff,takeoff,True,0.10364437103271484,0.10364437103271484,0.0,3.725290298461914e-08,0.7877688,0.5,-0.7530744,8.35551,8.223737,8.336059,8.23704,8.311654,8.173709,8.294404,8.19076,0.0,0.10364437103271484,0.03166532516479492,0.0462799072265625,0.031876564025878906
05::55,test,official_test,05,207c,3.3,41.25,False,3.2241843,3.4384768,0.0075761876,0.00041389465,0.047620561387803816,-0.026069919,-0.04953146,0.047620561387803816,0.23278625,0.20518637,0.11905140346950956,entry,entry,True,0.2051863670349121,0.04953145980834961,0.0,8.940696716308594e-08,0.98929024,1.0,-0.9880514,3.2241843,3.240228,3.222881,3.2332904,3.4858756,3.4880083,3.438063,3.4384768,0.1556549072265625,0.2051863670349121,0.02497267723083496,0.04953145980834961,0.058223724365234375
05::58,test,official_test,05,6142d,3.1,65.1,False,8.271276,7.651669,-0.064436994,-0.08547783,-0.13769054412841797,-0.04353102,-0.062264442,-0.27538108825683594,-0.5116394,-0.51797915,-0.20653581619262695,entry,entry,True,0.5179791450500488,0.5179791450500488,0.0,5.21540641784668e-08,0.9972263,1.0,1.0,8.271276,8.227711,8.246309,8.169648,7.765807,7.7139335,7.737147,7.651669,0.0,0.5179791450500488,0.07387113571166992,0.08547782897949219,0.04611396789550781
05::66,test,official_test,05,407c,3.2,67.2,False,7.370499,7.5311522,-0.10123476,-0.084695816,0.017850346035427515,0.025583664,0.026318073,0.05355103810628255,0.23630421,0.23955679,0.0892517301771376,entry,entry,True,0.23955678939819336,0.23955678939819336,0.0,5.21540641784668e-08,0.99402696,1.0,0.9605556,7.370499,7.2534676,7.3960905,7.2915955,7.604293,7.504834,7.615848,7.5311522,0.0,0.23955678939819336,0.05550694465637207,0.08469581604003906,0.02052593231201172
05::75,test,official_test,05,205b,2.9,56.55,False,5.3358455,5.8966107,0.017675638,0.04997444,0.124614503648546,0.07857895,0.10813856,0.124614503648546,0.46451068,0.48594332,0.311536259121365,entry,entry,True,0.4859433174133301,0.04997444152832031,0.0,5.960464477539063e-08,0.9934194,1.0,0.9871181,5.3358455,5.3333893,5.397032,5.4106674,5.7910905,5.788472,5.8466363,5.8966107,0.43596887588500977,0.4859433174133301,0.0790565013885498,0.1081385612487793,0.08329105377197266
05::85,test,official_test,05,5253b,3.2,56.0,False,6.3207693,6.495964,-0.018115044,-0.014050007,0.03893216451009114,0.18498564,0.22710514,0.03893216451009114,0.008324146,0.040627956,0.09733041127522787,flight,flight,True,0.22710514068603516,0.014050006866455078,0.0,8.940696716308594e-08,0.7491243,1.0,0.4279548,6.3207693,6.3063307,6.471377,6.455336,6.304531,6.268859,6.510014,6.495964,0.21305513381958008,0.22710514068603516,0.02733898162841797,0.04062795639038086,0.07848834991455078
05::87,test,official_test,05,5253b,3.2,76.8,False,8.43417,8.299982,-0.008928935,-0.013988495,-0.04472923278808594,0.00077517825,-0.003232956,-0.04472923278808594,-0.12603395,-0.12903786,-0.04472923278808594,entry,entry,True,0.12903785705566406,0.013988494873046875,0.0,3.203749656677246e-07,0.7369793,0.5,-0.9748397,8.43417,8.4287815,8.437434,8.42902,8.309621,8.303215,8.313971,8.299982,0.11504936218261719,0.12903785705566406,0.008610725402832031,0.013988494873046875,0.012071609497070312
05::89,test,official_test,05,5253b,3.2,72.0,False,7.127702,7.281541,0.039919216,0.038392067,0.034186363220214844,-0.021372477,0.035286427,0.034186363220214844,0.13529189,0.19129086,0.08546590805053711,entry,entry,True,0.19129085540771484,0.038392066955566406,0.0,5.21540641784668e-08,0.98356944,1.0,0.95267284,7.127702,7.1670885,7.0476108,7.09025,7.204935,7.2462544,7.243149,7.281541,0.15289878845214844,0.19129085540771484,0.03683924674987793,0.038392066955566406,0.1111307144165039
05::90,test,official_test,05,5253b,3.2,84.8,False,8.449037,8.3744335,-0.052574318,-0.0525465,-0.01657846238878038,-0.01598517,-0.015291214,-0.03315692477756076,-0.006043593,-0.0067825317,-0.02486769358317057,takeoff,takeoff,True,0.05254650115966797,0.00678253173828125,0.0,3.3527612686157227e-07,0.41060486,0.0,0.0791945,8.449037,8.396072,8.431995,8.381216,8.44337,8.389725,8.42698,8.3744335,0.04576396942138672,0.05254650115966797,0.011036872863769531,0.015291213989257812,1.71661376953125e-05
06::1,test,official_test,06,107b,3.0,70.5,False,6.6863546,6.766903,0.4459487,0.665822,0.03579923841688368,-0.20401876,-0.033584595,0.026849428812662758,-0.16138165,-0.27129507,0.01789961920844184,takeoff,takeoff,True,0.6658220291137695,0.0335845947265625,0.0,1.7881393432617188e-07,0.5226977,0.0,0.8382442,6.6863546,6.9352865,6.3347583,7.038198,6.657743,6.8004875,6.101081,6.766903,0.632237434387207,0.6658220291137695,0.15243983268737793,0.27129507064819336,0.2803940773010254
06::9,test,official_test,06,107b,3.0,78.0,False,8.106376,7.9620094,-0.018672546,0.11273289,-0.06416278415256076,-0.076968275,0.024951458,-0.04812208811442057,-0.048725445,-0.038863182,-0.03208139207628038,flight,takeoff,False,0.024951457977294922,0.1127328872680664,0.0,5.21540641784668e-08,0.4719582,0.5,-0.07224088,8.106376,7.9855886,7.9567785,8.000873,8.077079,7.937058,7.8492765,7.9620094,-0.08778142929077148,0.024951457977294922,0.07579803466796875,0.1127328872680664,0.24318742752075195
06::12,test,official_test,06,107b,3.0,85.5,False,7.857934,7.572296,-0.24691804,-0.27390766,-0.12695015801323783,0.011018674,-0.0013842583,-0.09521261850992838,-0.049738485,-0.06993008,-0.06347507900661892,takeoff,takeoff,True,0.2739076614379883,0.2739076614379883,0.0,7.450580596923828e-09,0.7721006,1.0,0.4378376,7.857934,7.603562,7.846912,7.642226,7.7939434,7.5736804,7.846204,7.572296,0.0,0.2739076614379883,0.03565716743469238,0.0699300765991211,0.05958414077758789
06::13,test,official_test,06,407c,3.2,72.0,False,7.348009,7.1303225,-0.034762066,-0.032067776,-0.024187405904134113,0.06314882,0.067613125,-0.07256221771240234,-0.24607341,-0.23642349,-0.12093702952067058,entry,entry,True,0.23642349243164062,0.06761312484741211,0.0,0.0,0.9959021,1.0,-0.90822613,7.348009,7.307499,7.40364,7.366746,7.089232,7.0627093,7.16239,7.1303225,0.16881036758422852,0.23642349243164062,0.049840450286865234,0.06761312484741211,0.016808509826660156
06::18,test,official_test,06,5253b,3.2,76.8,False,8.481767,8.479504,0.013703664,0.011666298,-0.0005029042561848958,-0.058896225,-0.061624527,-0.0010058085123697915,0.04292949,0.043358803,-0.0007543563842773438,flight,flight,True,0.06162452697753906,0.043358802795410156,0.0,4.470348358154297e-07,-0.098118514,0.5,0.7230568,8.481767,8.496463,8.424554,8.436145,8.523222,8.541128,8.467837,8.479504,0.018265724182128906,0.06162452697753906,0.027512550354003906,0.043358802795410156,0.004336357116699219
06::19,test,official_test,06,207c,3.3,61.05,False,5.76145,6.0509996,0.11743943,0.16822004,0.032172203063964844,0.2277321,0.32127857,0.09651660919189453,-0.055621702,0.01928854,0.16086101531982422,flight,flight,True,0.32127857208251953,0.16822004318237305,0.0,1.7881393432617188e-07,0.8371397,0.5,0.9892305,5.76145,5.8540335,5.9215603,6.031711,5.6568427,5.729721,5.8827796,6.0509996,0.15305852890014648,0.32127857208251953,0.09375429153442383,0.16822004318237305,0.2192373275756836
06::21,test,official_test,06,6243d,3.2,72.0,False,8.386197,8.485631,0.0021117528,0.001821518,0.022096421983506944,-0.010574977,-0.012219429,0.04419284396701389,0.107897125,0.108490944,0.033144632975260414,entry,entry,True,0.1084909439086914,0.1084909439086914,0.0,1.9371509552001953e-07,0.9426885,1.0,0.027034959,8.386197,8.388084,8.376752,8.37714,8.492986,8.49785,8.483809,8.485631,0.0,0.1084909439086914,0.007020473480224609,0.012219429016113281,0.0013408660888671875
06::22,test,official_test,06,407c,3.2,83.2,False,8.46852,8.188128,0.040861923,0.045482635,-0.06230926513671875,-0.047777336,-0.039852142,-0.1246185302734375,-0.27347627,-0.26424694,-0.09346389770507812,entry,entry,True,0.26424694061279297,0.045482635498046875,0.0,2.8312206268310547e-07,0.9894164,1.0,0.61887324,8.46852,8.506587,8.414643,8.452375,8.18764,8.227981,8.142646,8.188128,0.2187643051147461,0.26424694061279297,0.042667388916015625,0.045482635498046875,0.021775245666503906
06::23,test,official_test,06,207c,3.3,80.85,False,8.116785,8.024962,-0.029889265,-0.02731514,-0.020405027601453993,0.007324537,0.006075859,-0.04081005520290799,-0.06925789,-0.0765152,-0.03060754140218099,entry,entry,True,0.07651519775390625,0.07651519775390625,0.0,3.501772880554199e-07,0.94229704,1.0,0.5281172,8.116785,8.0848465,8.125883,8.101478,8.055309,8.018887,8.052278,8.024962,0.0,0.07651519775390625,0.016695499420166016,0.027315139770507812,0.005931854248046875
06::24,test,official_test,06,407c,3.2,84.8,False,8.4723425,8.433261,0.030097166,0.027751923,-0.008684794108072916,0.015822569,0.022015572,-0.017369588216145832,-0.08500131,-0.086380005,-0.013027191162109375,entry,entry,True,0.0863800048828125,0.02201557159423828,0.0,4.5821070671081543e-07,0.97045654,1.0,0.8112286,8.4723425,8.503051,8.480238,8.519641,8.386986,8.411245,8.405509,8.433261,0.06436443328857422,0.0863800048828125,0.024883747100830078,0.027751922607421875,0.0024690628051757812
06::28,test,official_test,06,6243d,3.2,76.8,False,7.287142,7.73288,-0.05723524,-0.070337296,0.049526479509141706,0.17346549,0.17952442,0.1485794385274251,0.32950807,0.3560629,0.24763239754570857,entry,entry,True,0.3560628890991211,0.07033729553222656,0.0,5.960464477539063e-08,0.8700752,0.5,0.9870831,7.287142,7.2448864,7.456426,7.376817,7.591973,7.5533557,7.8032174,7.73288,0.28572559356689453,0.3560628890991211,0.12493085861206055,0.17952442169189453,0.019511699676513672
06::30,test,official_test,06,6243d,3.2,62.4,False,6.171098,5.825656,0.15346408,0.1292944,-0.07676495446099176,0.11739802,0.105537415,-0.1535299089219835,-0.6163044,-0.6799259,-0.11514743169148763,entry,entry,True,0.6799259185791016,0.12929439544677734,0.0,2.384185791015625e-07,0.9056575,1.0,0.971426,6.171098,6.3320847,6.2837095,6.505582,5.601768,5.7201185,5.6963615,5.825656,0.5506315231323242,0.6799259185791016,0.1174159049987793,0.12929439544677734,0.09965181350708008
06::31,test,official_test,06,107b,3.0,72.0,False,8.097872,8.132942,0.01176389,0.020921707,0.011690139770507812,0.03247579,0.024175644,0.011690139770507812,-0.009169261,0.008936882,0.011690139770507812,flight,flight,True,0.024175643920898438,0.008936882019042969,0.0,8.195638656616211e-08,0.58342487,0.5,0.41751143,8.097872,8.101117,8.139287,8.124005,8.071236,8.108767,8.1120205,8.132942,0.015238761901855469,0.024175643920898438,0.01492929458618164,0.020921707153320312,0.01896381378173828
06::34,test,official_test,06,6243d,3.2,83.2,False,8.591146,8.567464,-0.05624755,-0.050751686,-0.007894198099772135,-0.0058821044,-0.0026903152,-0.007894198099772135,0.038447063,0.04201603,-0.007894198099772135,takeoff,takeoff,True,0.050751686096191406,0.0026903152465820312,0.0,3.948807716369629e-07,0.8705832,1.0,-0.17698403,8.591146,8.52972,8.58239,8.525448,8.626342,8.570154,8.618216,8.567464,0.048061370849609375,0.050751686096191406,0.022353172302246094,0.042016029357910156,0.012256622314453125
06::43,test,official_test,06,407c,3.2,78.4,False,8.085975,8.133644,0.003475666,0.00587368,0.005296601189507378,0.0025663376,0.008228302,0.015889803568522133,0.041627407,0.044643402,0.026483005947536893,entry,entry,True,0.044643402099609375,0.044643402099609375,0.0,2.905726432800293e-07,0.58861536,0.5,0.9721019,8.085975,8.087721,8.083548,8.089001,8.125255,8.125416,8.12777,8.133644,0.0,0.044643402099609375,0.007050991058349609,0.008228302001953125,0.011075973510742188
06::46,test,official_test,06,207c,3.3,57.75,False,4.4481945,4.5455008,0.023924112,0.02677393,0.021623611450195312,-0.033041,0.008815765,0.021623611450195312,0.10642314,0.1662755,0.05405902862548828,entry,entry,True,0.1662755012512207,0.008815765380859375,0.0,5.960464477539063e-08,0.8761403,1.0,0.9339586,4.4481945,4.4705796,4.3746076,4.3792253,4.496076,4.536685,4.518727,4.5455008,0.15745973587036133,0.1662755012512207,0.01779484748840332,0.026773929595947266,0.10455894470214844
06::47,test,official_test,06,626c,3.3,66.0,False,7.9612,7.116806,0.09593829,0.09039259,-0.18764315711127386,0.015108188,-0.011692524,-0.3752863142225477,-0.9554407,-0.96691895,-0.28146473566691077,entry,entry,True,0.9669189453125,0.9669189453125,0.0,8.940696716308594e-08,0.558508,0.5,0.42939332,7.9612,8.060917,8.001342,8.083725,7.0154705,7.1284986,7.0264134,7.116806,0.0,0.9669189453125,0.05104255676269531,0.0903925895690918,0.04382467269897461
06::48,test,official_test,06,207c,3.3,79.2,False,7.9675307,7.807552,0.07296673,0.069621086,-0.035550859239366316,0.013765256,0.0050435066,-0.07110171847873263,-0.24671085,-0.25622034,-0.05332628885904948,entry,entry,True,0.25622034072875977,0.25622034072875977,0.0,1.1920928955078125e-07,0.6423866,0.5,0.9654931,7.9675307,8.041256,7.9874306,8.063772,7.727742,7.8025084,7.737931,7.807552,0.0,0.25622034072875977,0.03733229637145996,0.06962108612060547,0.021576881408691406
06::55,test,official_test,06,5253b,3.2,73.6,False,8.352348,8.267672,0.005815665,0.004392624,-0.009408526950412326,0.03730647,0.02948761,-0.047042634752061635,-0.12779887,-0.13095188,-0.028225580851236977,entry,entry,True,0.1309518814086914,0.02948760986328125,0.0,1.2665987014770508e-07,0.26741517,0.5,-0.9648708,8.352348,8.358979,8.396866,8.398623,8.227095,8.238184,8.263279,8.267672,0.10146427154541016,0.1309518814086914,0.01694011688232422,0.02948760986328125,0.012394905090332031
06::57,test,official_test,06,5253b,3.2,76.8,False,6.5676374,6.5527735,0.026457071,0.03576708,-0.0033031039767795136,0.13510108,0.117431164,-0.006606207953559027,-0.17642212,-0.19876575,-0.0049546559651692705,entry,entry,True,0.19876575469970703,0.19876575469970703,0.0,2.9802322387695312e-08,0.9101397,0.5,0.9809955,6.5676374,6.586413,6.722037,6.751539,6.4151874,6.4353423,6.5170064,6.5527735,0.0,0.19876575469970703,0.07659912109375,0.1174311637878418,0.03070354461669922
06::58,test,official_test,06,5253b,3.2,81.6,False,8.3458395,8.490803,0.022910437,0.013661385,0.032214058770073786,0.09894594,0.081822395,0.06442811754014757,0.023106894,0.015206337,0.04832108815511067,flight,flight,True,0.08182239532470703,0.08182239532470703,0.0,3.3527612686157227e-07,0.92090505,1.0,0.72032136,8.3458395,8.374099,8.458009,8.475596,8.372947,8.40898,8.477141,8.490803,0.0,0.08182239532470703,0.014433860778808594,0.015206336975097656,0.03427314758300781
06::60,test,official_test,06,5253b,3.2,86.4,False,7.4274406,7.6605015,-0.026997408,-0.026651382,0.025895648532443576,0.13453643,0.14000368,0.07768694559733072,0.12552182,0.12991858,0.12947824266221789,flight,flight,True,0.14000368118286133,0.026651382446289062,0.0,7.450580596923828e-09,0.78049594,0.5,0.9154425,7.4274406,7.4007072,7.55712,7.530583,7.5491757,7.520498,7.687153,7.6605015,0.11335229873657227,0.14000368118286133,0.07828497886657715,0.12991857528686523,0.010210037231445312
07::7,test,official_test,07,101b,1.5,30.0,False,7.992702,5.830108,0.008386214,0.0043730736,-0.48057640923394096,-0.08545796,-0.14150763,-0.9611528184678819,-2.0855222,-2.1634421,-0.7208646138509114,entry,entry,True,2.1634421348571777,2.1634421348571777,0.0,2.9802322387695312e-08,0.84212244,0.5,0.99999315,7.992702,8.008875,7.9670672,7.9935503,5.9888735,5.971616,5.825735,5.830108,0.0,2.1634421348571777,0.07294034957885742,0.14150762557983398,0.13798284530639648
07::8,test,official_test,07,103b,1.6,33.6,False,7.416669,6.5156803,-0.22727855,-0.24983788,-0.2002196841769748,-0.16835077,-0.23371458,-0.4004393683539496,-0.50535923,-0.57299566,-0.3003295262654622,entry,entry,True,0.572995662689209,0.24983787536621094,0.0,1.341104507446289e-07,0.7526475,0.5,0.9953649,7.416669,7.212977,7.314709,7.088676,6.9799733,6.749395,6.765518,6.5156803,0.32315778732299805,0.572995662689209,0.2417762279510498,0.24983787536621094,0.15555953979492188
07::11,test,official_test,07,103b,1.6,26.4,False,6.4408793,5.9479384,-0.17468166,-0.09050417,-0.05477121141221788,0.11544895,0.11032486,-0.16431363423665363,-0.4337082,-0.37296104,-0.2738560570610894,entry,entry,True,0.37296104431152344,0.37296104431152344,0.0,1.1920928955078125e-07,0.9865341,1.0,0.92591035,6.4408793,6.177834,6.557266,6.3208995,5.942238,5.8376136,6.0384426,5.9479384,0.0,0.37296104431152344,0.10041451454162598,0.11032485961914062,0.1398005485534668
07::12,test,official_test,07,403b,2.0,46.0,False,7.989332,7.1645637,-0.04652381,-0.047580242,-0.18328189849853516,-0.015216589,-0.050647736,-0.3665637969970703,-0.76302814,-0.801126,-0.27492284774780273,entry,entry,True,0.8011260032653809,0.8011260032653809,0.0,2.3096799850463867e-07,0.9824725,1.0,0.98986846,7.989332,7.9439473,8.009629,7.9656897,7.2644844,7.2152114,7.212144,7.1645637,0.0,0.8011260032653809,0.04911398887634277,0.050647735595703125,0.0745854377746582
07::14,test,official_test,07,103b,1.6,32.8,False,6.7867274,6.4586763,-0.20203233,-0.17188168,-0.03645012113783094,-0.06849718,-0.067521095,-0.10935036341349283,-0.05752158,-0.096529484,-0.18225060568915474,takeoff,takeoff,True,0.17188167572021484,0.09652948379516602,0.0,1.6391277313232422e-07,0.9386496,1.0,0.79449064,6.7867274,6.5583344,6.721044,6.555206,6.7720037,6.5261974,6.630558,6.4586763,0.07535219192504883,0.17188167572021484,0.08202528953552246,0.09652948379516602,0.00788116455078125
07::19,test,official_test,07,403b,2.0,40.0,False,7.0142345,6.4967484,-0.08426038,-0.076523304,-0.05749845504760742,-0.072337545,-0.108336926,-0.17249536514282227,-0.36088815,-0.40674543,-0.2874922752380371,entry,entry,True,0.40674543380737305,0.40674543380737305,0.0,0.0,0.93714476,1.0,0.9555437,7.0142345,6.921413,6.9770722,6.903494,6.6983795,6.6050854,6.5732718,6.4967484,0.0,0.40674543380737305,0.09243011474609375,0.1083369255065918,0.07411956787109375
07::23,test,official_test,07,201b,1.8,43.2,False,8.704914,8.831834,-0.019758701,-0.020637512,0.02820438808865017,0.019822598,0.028960228,0.05640877617730034,0.12685585,0.13950825,0.04230658213297526,entry,entry,True,0.13950824737548828,0.02063751220703125,0.0,1.6391277313232422e-07,0.8835822,1.0,0.9915601,8.704914,8.687008,8.716573,8.692326,8.820091,8.802874,8.852471,8.831834,0.11887073516845703,0.13950824737548828,0.024798870086669922,0.028960227966308594,0.020911216735839844
07::24,test,official_test,07,301b,1.9,55.1,False,8.247651,8.180878,0.048414707,0.07338905,-0.014838536580403645,0.07965708,0.10325813,-0.02967707316080729,-0.1948452,-0.18684006,-0.02225780487060547,entry,entry,True,0.18684005737304688,0.07338905334472656,0.0,3.0547380447387695e-07,0.09273104,0.5,0.8549452,8.247651,8.272596,8.305212,8.367718,8.046306,8.07762,8.107489,8.180878,0.11345100402832031,0.18684005737304688,0.08832359313964844,0.10325813293457031,0.056580543518066406
07::25,test,official_test,07,403b,2.0,42.0,False,7.017574,6.813303,-0.106724896,-0.11927557,-0.02269675996568468,0.19313772,0.18133736,-0.06809027989705403,-0.29068366,-0.29728127,-0.1134837998284234,entry,entry,True,0.29728126525878906,0.11927556991577148,0.0,1.4901161193847656e-07,0.97129095,1.0,0.85446,7.017574,6.920403,7.2195153,7.1105843,6.730491,6.6319656,6.9325786,6.813303,0.17800569534301758,0.29728126525878906,0.15030646324157715,0.1813373565673828,0.030948638916015625
07::36,test,official_test,07,5132d,2.1,40.95,False,6.6307096,5.6891794,-0.16259448,-0.08760309,-0.10461446974012586,-0.2223169,-0.13269949,-0.31384340922037757,-0.55661887,-0.52708626,-0.5230723487006294,entry,entry,True,0.5270862579345703,0.08760309219360352,0.0,5.960464477539063e-08,0.95464516,1.0,0.99999994,6.6307096,6.411685,6.3373365,6.2162657,6.0631194,5.821879,5.7767825,5.6891794,0.4394831657409668,0.5270862579345703,0.11015129089355469,0.13269948959350586,0.19414138793945312
07::43,test,official_test,07,5231d,2.0,43.0,False,7.3614397,6.8050632,-0.051255386,-0.057562828,-0.12363921271430121,0.052512486,0.07883787,-0.24727842542860243,-0.5576336,-0.5350046,-0.1854588190714518,entry,entry,True,0.5350046157836914,0.07883787155151367,0.0,2.384185791015625e-07,0.76699567,0.5,0.9901023,7.3614397,7.3170023,7.3881373,7.340068,6.7816877,6.7262254,6.862626,6.8050632,0.45616674423217773,0.5350046157836914,0.06820034980773926,0.07883787155151367,0.04264688491821289
07::45,test,official_test,07,5253b,3.2,65.6,False,7.3630934,7.1982136,0.042467594,0.03900671,-0.05495993296305338,0.033206224,0.07004881,-0.0732799106174045,-0.24055362,-0.17102194,-0.03663995530870225,entry,entry,True,0.1710219383239746,0.07004880905151367,0.0,2.086162567138672e-07,-0.046332754,0.5,0.35475698,7.3630934,7.4005136,7.350949,7.3692355,7.0445,7.128165,7.159207,7.1982136,0.10097312927246094,0.1710219383239746,0.05452775955200195,0.07004880905151367,0.10291337966918945
07::46,test,official_test,07,407c,3.2,76.8,False,6.1955686,6.580502,-0.16847928,-0.13933182,0.0427703857421875,0.1381716,0.19313669,0.1283111572265625,0.41524115,0.48507547,0.2138519287109375,entry,entry,True,0.4850754737854004,0.13933181762695312,0.0,1.1920928955078125e-07,0.9822142,1.0,0.9930192,6.1955686,6.009015,6.2898483,6.0954266,6.5520487,6.3873653,6.719834,6.580502,0.34574365615844727,0.4850754737854004,0.16623425483703613,0.19313669204711914,0.1539468765258789
07::56,test,official_test,07,107b,3.0,55.5,False,4.798502,5.521634,-0.21951874,-0.27023602,0.08034801483154297,0.12066928,0.14553261,0.2410440444946289,0.8219816,0.82866335,0.40174007415771484,entry,entry,True,0.8286633491516113,0.2702360153198242,0.0,1.1920928955078125e-07,0.9204252,1.0,0.9747779,4.798502,4.613397,4.8780046,4.6929708,5.5974984,5.3761015,5.79187,5.521634,0.5584273338317871,0.8286633491516113,0.2078843116760254,0.2702360153198242,0.019172191619873047
07::66,test,official_test,07,107b,3.0,58.5,False,4.842881,5.4501934,-0.13219325,-0.09363508,0.06747913360595703,-0.2118303,-0.07333994,0.2024374008178711,0.9513357,1.036015,0.33739566802978516,entry,entry,True,1.0360150337219238,1.0360150337219238,0.0,2.384185791015625e-07,0.97761476,1.0,0.910874,4.842881,4.6671233,4.487554,4.4141784,5.704531,5.5235333,5.5438285,5.4501934,0.0,1.0360150337219238,0.08348751068115234,0.09363508224487305,0.26172780990600586
07::67,test,official_test,07,407c,3.2,76.8,False,7.9734406,7.8375044,-0.014809847,-0.0010552406,-0.030208057827419702,0.026250362,0.043264866,-0.060416115654839404,-0.14737678,-0.13889599,-0.045312086741129555,entry,entry,True,0.13889598846435547,0.0010552406311035156,0.0,4.470348358154297e-08,0.032412287,0.5,0.8804996,7.9734406,7.9445786,7.982379,7.9764004,7.8172855,7.7942395,7.8385596,7.8375044,0.13784074783325195,0.13889598846435547,0.022160053253173828,0.04326486587524414,0.03924989700317383
07::68,test,official_test,07,307c,3.4,91.8,False,7.099537,6.957132,-0.069714785,-0.075576305,-0.03164556291368272,-0.052698374,-0.046932697,-0.06329112582736544,-0.019991875,-0.012758255,-0.047468344370524086,takeoff,takeoff,True,0.0755763053894043,0.04693269729614258,0.0,1.4901161193847656e-07,0.6765861,0.0,0.930358,7.099537,7.0346317,7.040021,6.96989,7.0712595,7.0040646,7.032708,6.957132,0.02864360809326172,0.0755763053894043,0.029845476150512695,0.04693269729614258,0.007137775421142578
07::70,test,official_test,07,207c,3.3,69.3,False,7.0149655,6.694025,0.14596415,0.20388317,-0.07132010989718966,0.011567593,0.02791214,-0.14264021979437932,-0.47847223,-0.48147583,-0.1069801648457845,entry,entry,True,0.481475830078125,0.20388317108154297,0.0,1.341104507446289e-07,0.6029271,0.5,0.9503293,7.0149655,7.115435,7.022613,7.175501,6.5519214,6.666113,6.490142,6.694025,0.27759265899658203,0.481475830078125,0.11589765548706055,0.20388317108154297,0.07125997543334961
07::71,test,official_test,07,307c,3.4,71.4,False,6.5627723,6.1778517,-0.13906296,-0.16317225,-0.08553791046142578,0.025809446,0.013239384,-0.17107582092285156,-0.2716671,-0.28414917,-0.12830686569213867,entry,entry,True,0.284149169921875,0.013239383697509766,0.0,2.086162567138672e-07,0.25439778,0.5,0.99263585,6.5627723,6.444827,6.5981603,6.462001,6.3005958,6.1646123,6.341024,6.1778517,0.27090978622436523,0.284149169921875,0.08820581436157227,0.16317224502563477,0.049161434173583984
07::83,test,official_test,07,307c,3.4,47.6,False,6.589997,5.317918,-0.13650186,-0.13401985,-0.28268422020806205,-0.08490928,-0.06710434,-0.5653684404161241,-1.0506679,-1.0394797,-0.4240263303120931,entry,entry,True,1.0394797325134277,1.0394797325134277,0.0,2.384185791015625e-07,0.4971639,0.5,0.33449814,6.589997,6.447345,6.4836144,6.3573976,5.5244727,5.385022,5.4519377,5.317918,0.0,1.0394797325134277,0.10056209564208984,0.1340198516845703,0.031475067138671875
07::86,test,official_test,07,207c,3.3,56.1,False,5.11446,4.895969,-0.14838219,-0.18667507,-0.024276786380343966,-0.24419498,-0.311718,-0.12138393190171984,0.1740861,0.09191036,-0.07283035914103189,flight,flight,True,0.3117179870605469,0.3117179870605469,0.0,0.0,0.94811827,1.0,-0.3482243,5.11446,5.0145125,4.94793,4.8040586,5.3808637,5.207687,5.082644,4.895969,0.0,0.3117179870605469,0.13929271697998047,0.1866750717163086,0.18799161911010742
