clip_uid,official_split,analysis_role,source_role,event_family,action_type,difficulty,dive_score,execution_quality,judge_sample_sd,disagreement_primary_eligible,teacher_predicted_score,global_linear_predicted_score,same_action_reference_predicted_score,plain_ridge_predicted_score,trustdive_predicted_quality,trustdive_predicted_score,teacher_adapter_gap,reference_distance,reference_dispersion,valid_reference_count,open_set,teacher_uncertainty,prediction_interval_width,teacher_error,ours_error,error_gain,reference_baseline,predicted_quality,phi_takeoff,phi_flight,phi_entry,top_phase,actual_max_intervention_phase,top_phase_intervention_match,targeted_intervention_effect,random_intervention_effect,phase_boundary_cosine,phase_boundary_top_match,reference_change_cosine,coalition_0,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,high_judge_risk,review_priority,review_reason,paired_mae_difference
14::52,test,official_test,source_fit,14,205b,2.9,30.45,3.5,0.39339789623472154,True,38.81096105575561,42.561990594863886,40.17205352783203,46.229380488395684,5.274406015872955,45.88733233809471,7.076371282339096,1.2155089e-05,0.5017873,5,False,0.0,13.957039515625103,8.360961055755613,15.43733233809471,-7.076371282339096,5.4420505,5.274406,0.3894043,0.25012732,-0.8071761,entry,entry,True,0.7518162727355957,0.3385734558105469,0.96404314,1.0,0.95824695,5.4420505,5.803263,5.643301,6.026222,4.619084,4.9358325,4.8172407,5.274406,False,0.9566563467492261,wide prediction interval; teacher-adapter difference; predicted high judge disagreement,7.076371282339096
14::56,test,official_test,source_fit,14,205b,2.9,33.35,3.833333333333334,0.4498677054212186,True,32.96101055145263,37.440833187103266,37.39551930427551,39.91058707237244,4.54704475402832,39.559289360046385,6.598278808593754,2.6691567e-05,0.34460387,5,False,0.0,12.49623647396164,0.3889894485473704,6.209289360046384,-5.8202999114990135,5.405353,4.5470448,0.06958135,-0.040902775,-0.8869869,entry,entry,True,0.7661638259887695,0.7661638259887695,0.9132415,1.0,0.78051484,5.405353,5.445834,5.29653,5.3132086,4.440155,4.477415,4.405751,4.5470448,True,0.9442724458204335,teacher-adapter difference; predicted high judge disagreement,5.8202999114990135
14::60,test,official_test,source_fit,14,305c,2.8,71.4,8.500000000000002,0.1889822365046136,True,62.98330535888671,63.42684288024901,63.223435020446765,62.36835624575614,7.436676017940044,62.46807855069636,0.5152268081903486,4.744901e-07,0.27305537,5,False,0.0,11.831292028816042,8.416694641113295,8.931921449303644,-0.5152268081903486,7.4840164,7.436676,-0.00087753934,-0.06256572,0.01610287,flight,flight,True,0.10193634033203125,0.011964797973632812,-0.097877845,1.0,0.34504747,7.4840164,7.5024757,7.462314,7.448641,7.52968,7.5386124,7.4553976,7.436676,False,0.4055727554179567,phase boundary ambiguity,0.5152268081903486
14::67,test,official_test,source_fit,14,6243d,3.2,52.8,5.499999999999999,0.4755948656056709,True,46.735963439941415,50.38791046142579,53.26468963623048,54.38633480072022,5.640013515949249,54.1441297531128,7.408166313171385,6.351995e-06,0.4746419,5,False,0.0,13.704760357190276,6.064036560058582,1.344129753112803,4.7199068069457795,5.7874975,5.6400137,0.096880995,0.34194574,-0.58631057,entry,entry,True,0.4731755256652832,0.43983983993530273,0.995131,1.0,0.8752147,5.7874975,5.8757296,6.059411,6.113189,5.115914,5.200174,5.506622,5.6400137,True,0.9628482972136223,teacher-adapter difference; predicted high judge disagreement,-4.7199068069457795
14::69,test,official_test,source_fit,14,107b,3.0,57.0,6.333333333333333,0.4498677054212186,True,46.49172019958496,49.581946849823,50.13890218734741,50.811534225940704,5.712010681629181,51.40809613466263,4.916375935077667,2.566801e-06,0.4673967,5,False,0.0,13.637426384546322,10.508279800415039,5.591903865337372,4.916375935077667,6.7675753,5.712011,-0.12004471,-1.1657591,0.23023939,flight,flight,True,1.0523972511291504,0.23340320587158203,0.24236412,0.5,0.90778184,6.7675753,6.7816525,5.5092177,5.2561884,6.792995,6.764408,5.945414,5.712011,True,0.9504643962848297,teacher-adapter difference; phase boundary ambiguity; predicted high judge disagreement,-4.916375935077667
14::70,test,official_test,source_fit,14,6243d,3.2,54.4,5.666666666666666,0.2672612419124244,True,52.17772521972657,55.15172882080079,53.58649291992188,57.33044757843018,5.93898993730545,57.014303398132334,4.836578178405766,2.474064e-06,0.5403371,5,False,0.0,14.315306503788877,2.2222747802734304,2.6143033981323356,-0.3920286178589052,6.3655257,5.93899,0.1070238,-0.043622416,-0.48993698,entry,entry,True,0.4532489776611328,0.4532489776611328,0.7596511,0.5,0.5545627,6.3655257,6.5020604,6.2744417,6.392239,5.8292584,5.944793,5.8711195,5.93899,False,0.8637770897832817,wide prediction interval; teacher-adapter difference; predicted high judge disagreement,0.3920286178589052
14::71,test,official_test,source_fit,14,6142d,3.1,68.2,7.333333333333333,0.2672612419124244,True,69.53461217880249,70.05020370483399,68.4840012073517,70.14558069258929,7.497029334306717,69.72237280905247,0.1877606302499828,9.935635e-06,0.28457788,3,False,0.0,11.938377773330023,1.3346121788024874,1.5223728090524702,-0.1877606302499828,8.270381,7.4970293,-0.1478452,-0.02660791,-0.5988986,entry,entry,True,0.6102933883666992,0.02147531509399414,0.89663965,1.0,1.0,8.270381,8.150183,8.236403,8.107323,7.68064,7.5185046,7.6747584,7.4970293,False,0.7151702786377709,routine automatic scoring,0.1877606302499828
14::79,test,official_test,source_fit,14,205b,2.9,56.55,6.5,0.28867513459481287,True,56.784638214111325,58.29648656845092,59.28853411674499,57.68179108723998,6.641754105687141,57.78326071947813,0.9986225053668036,1.0126477e-06,0.12583905,5,False,0.0,10.463119592254086,0.23463821411132812,1.2332607194781318,-0.9986225053668036,6.7406898,6.641754,0.0322295,-0.024286667,-0.10687844,entry,entry,True,0.0913991928100586,0.01576089859008789,0.69543165,1.0,0.7229995,6.7406898,6.774954,6.7088237,6.7331533,6.6192784,6.657515,6.610613,6.641754,False,0.5758513931888545,routine automatic scoring,0.9986225053668036
14::82,test,official_test,source_fit,14,5253b,3.2,57.6,5.999999999999999,0.6267831705280087,True,73.52978668212891,73.8437255859375,73.04288635253907,73.13771467208863,7.614149697124958,73.0958370923996,0.4339495897293091,1.761764e-07,0.34118304,5,False,0.0,12.464444584283129,15.929786682128913,15.495837092399604,0.4339495897293091,7.803068,7.6141496,-0.09899775,0.03995784,-0.12987868,entry,entry,True,0.17497634887695312,0.004043102264404297,0.7949357,1.0,0.519036,7.803068,7.7002687,7.877878,7.789126,7.7172246,7.6101065,7.710408,7.6141496,True,0.3219814241486068,routine automatic scoring,-0.4339495897293091
14::83,test,official_test,source_fit,14,5253b,3.2,72.0,7.499999999999999,0.28867513459481287,True,66.93336181640626,68.06909179687501,66.74031372070313,67.27265768051149,6.993567451834679,67.13824753761293,0.20488572120666504,6.7608886e-07,0.20147498,5,False,0.0,11.166051085744769,5.066638183593739,4.861752462387074,0.20488572120666504,6.868354,6.9935675,-0.08850646,0.06337476,0.15034533,entry,entry,True,0.1551833152770996,0.11668586730957031,0.430608,0.5,-0.5186093,6.868354,6.809699,6.9633846,6.838384,7.0155334,6.9601765,7.1102533,6.9935675,False,0.21052631578947367,routine automatic scoring,-0.20488572120666504
14::85,test,official_test,source_fit,14,5253b,3.2,67.2,6.999999999999999,0.0,True,72.70894317626954,73.12514648437501,73.1096878051758,72.25357146263124,7.537668578326702,72.36161835193636,0.34732482433318523,3.057303e-07,0.3826217,5,False,0.0,12.849559798906917,5.50894317626954,5.1616183519363545,0.34732482433318523,7.567554,7.5376687,-0.0867784,0.15603375,-0.099140644,flight,flight,True,0.2076106071472168,0.06366777420043945,0.9342159,0.5,0.8596503,7.567554,7.4652863,7.6746206,7.6013365,7.43555,7.330058,7.606348,7.5376687,False,0.19814241486068113,routine automatic scoring,-0.34732482433318523
14::86,test,official_test,source_fit,14,5253b,3.2,80.0,8.333333333333332,0.37796447300922725,True,73.77282714843751,74.05648956298829,73.48072814941408,73.58286738395692,7.652848400175571,73.4673446416855,0.30548250675201416,2.187266e-07,0.31620595,5,False,0.0,12.23231703685105,6.227172851562486,6.5326553583145,-0.30548250675201416,7.8076134,7.6528482,-0.060841084,0.078992605,-0.17291665,entry,entry,True,0.1817455291748047,0.06477642059326172,0.9744923,1.0,0.96067137,7.8076134,7.757786,7.9000797,7.834594,7.642783,7.588072,7.7254453,7.6528482,False,0.21052631578947367,routine automatic scoring,0.30548250675201416
17::2,test,official_test,source_fit,17,405b,3.0,67.5,7.5,0.18898223650461357,True,64.07326984405518,64.97316598892212,62.09285545349121,63.48155401647091,7.05421406775713,63.48792660981417,0.5853432342410088,5.693949e-07,0.26146692,5,False,0.0,11.723593346507085,3.426730155944824,4.012073390185833,-0.5853432342410088,6.998415,7.054214,-0.013448954,0.100821495,-0.031573534,flight,flight,True,0.09925317764282227,0.09925317764282227,0.43271947,0.5,0.18120827,6.998415,6.988705,7.097871,7.078612,6.956732,6.954961,7.074336,7.054214,False,0.4086687306501548,routine automatic scoring,0.5853432342410088
17::6,test,official_test,source_fit,17,205b,3.0,67.5,7.5,0.47559486560567094,True,70.48259496688843,70.58401250839233,72.03160285949707,68.92073647677898,7.735958777368069,69.62362899631262,0.8589659705758095,6.936106e-08,0.3634225,5,False,0.0,12.671129812280629,2.9825949668884277,2.1236289963126183,0.8589659705758095,7.532708,7.7359586,-0.14830334,0.16330497,0.1882488,entry,entry,True,0.20987319946289062,0.1668567657470703,0.8166093,1.0,0.8640637,7.532708,7.404238,7.699159,7.5260854,7.7006125,7.5745196,7.9028153,7.7359586,True,0.48297213622291024,routine automatic scoring,-0.8589659705758095
17::10,test,official_test,source_fit,17,205b,3.0,72.0,8.0,0.0,True,76.06767082214355,75.47329330444336,75.30543422698975,75.08772602677345,8.375969536602497,75.38372582942247,0.6839449927210808,2.4595093e-07,0.2690554,5,False,0.0,11.794117753159325,4.067670822143555,3.383725829422474,0.6839449927210808,8.288749,8.37597,0.01237456,-0.01985391,0.09470049,entry,entry,True,0.08914375305175781,0.021981239318847656,0.83820647,1.0,0.95386297,8.288749,8.291596,8.264372,8.286826,8.389086,8.391221,8.353989,8.37597,False,0.44272445820433437,routine automatic scoring,-0.6839449927210808
17::13,test,official_test,source_fit,17,205b,3.0,72.0,8.0,0.24397501823713333,True,74.89508628845215,74.44679260253906,75.191725730896,73.604029789567,8.225823752582073,74.03241377323866,0.8626725152134895,2.8331465e-07,0.3033594,5,False,0.0,12.112926005235755,2.8950862884521484,2.032413773238659,0.8626725152134895,8.243769,8.225823,-0.06610171,0.05765565,-0.009499232,takeoff,takeoff,True,0.07223033905029297,0.07223033905029297,0.40686235,0.5,0.24552062,8.243769,8.183323,8.31077,8.240962,8.239436,8.177986,8.298054,8.225823,False,0.4984520123839009,routine automatic scoring,-0.8626725152134895
17::14,test,official_test,source_fit,17,5253b,3.4,84.15,8.250000000000002,0.2439750182371333,True,85.83132648468018,85.20487689971924,86.50769748687743,85.1949612557888,8.397780001163483,85.65735601186752,0.17397047281265543,7.1164453e-07,0.36249852,5,False,0.0,12.6625425897793,1.68132648468017,1.5073560118675147,0.17397047281265543,8.448971,8.39778,-0.1960082,-0.062728405,0.20754623,entry,entry,True,0.2239837646484375,0.061385154724121094,0.88038397,1.0,0.93323904,8.448971,8.252931,8.386089,8.173797,8.64127,8.459166,8.5925665,8.39778,False,0.26006191950464397,routine automatic scoring,-0.17397047281265543
17::20,test,official_test,source_fit,17,205b,3.0,67.5,7.5,0.18898223650461357,True,59.14628791809082,60.65999364852905,59.97265291213989,59.173427782952785,6.612938769161701,59.51644892245531,0.3701610043644905,4.4954135e-07,0.38401482,5,False,0.0,12.862506828832883,8.35371208190918,7.983551077544689,0.3701610043644905,6.6500835,6.612939,-0.052462976,-0.052918117,0.06823643,entry,entry,True,0.06728744506835938,0.059406280517578125,0.76113766,0.0,0.39809152,6.6500835,6.598475,6.5989685,6.5456514,6.714584,6.672345,6.6709414,6.612939,False,0.21052631578947367,routine automatic scoring,-0.3701610043644905
17::25,test,official_test,source_fit,17,205b,3.0,76.5,8.5,0.0,True,70.77341079711914,70.83859491348267,72.72251415252686,69.60447876155376,7.778340198099613,70.00506178289652,0.7683490142226219,7.160933e-08,0.2136338,5,False,0.0,11.279050585943088,5.726589202880859,6.494938217103481,-0.7683490142226219,7.750927,7.7783403,-0.074985504,0.030256271,0.0721426,takeoff,takeoff,True,0.09070491790771484,0.008852958679199219,0.92294586,0.0,-0.81953114,7.750927,7.6918535,7.802779,7.710285,7.8273497,7.7694874,7.8690453,7.7783403,False,0.4891640866873065,routine automatic scoring,0.7683490142226219
17::29,test,official_test,source_fit,17,405b,3.0,72.0,8.0,0.1889822365046136,True,68.29413557052612,68.6681900024414,66.2084755897522,67.32779011130333,7.487050749361515,67.38345674425364,0.9106788262724876,1.11850426e-07,0.2958404,5,False,0.0,12.04304749597976,3.705864429473877,4.616543255746365,-0.9106788262724876,7.3822966,7.4870505,-0.11705009,0.1217955,0.10000857,flight,takeoff,False,0.0880746841430664,0.07633733749389648,0.73094267,0.5,0.80642444,7.3822966,7.2682314,7.536251,7.410713,7.5044146,7.398976,7.6086473,7.4870505,False,0.5077399380804953,routine automatic scoring,0.9106788262724876
17::33,test,official_test,source_fit,17,207c,3.6,77.0,7.129629629629629,0.37796447300922725,True,81.4806552886963,81.98836269378663,79.8620704650879,80.58046801686288,7.460405237972736,80.57237657010556,0.9082787185907364,3.694871e-07,0.20074773,5,False,0.0,11.159292290199398,4.480655288696298,3.572376570105561,0.9082787185907364,7.744346,7.4604053,-0.028958717,-0.052600067,-0.20238201,entry,entry,True,0.21628952026367188,0.21628952026367188,0.822212,1.0,0.7995503,7.744346,7.7125225,7.7007966,7.676695,7.558436,7.5194917,7.483935,7.4604053,False,0.5356037151702786,routine automatic scoring,-0.9082787185907364
17::43,test,official_test,source_fit,17,407c,3.4,42.5,4.166666666666667,0.37796447300922725,True,43.85672378540039,48.45951347351074,47.17201852798462,48.41155335903167,4.8355841636657715,49.32295846939087,5.4662346839904785,9.281099e-06,0.5610313,5,False,0.0,14.507630485691797,1.3567237854003906,6.822958469390869,-5.4662346839904785,5.574831,4.835584,0.025492668,-0.026111841,-0.7386277,entry,entry,True,0.7374105453491211,0.020958900451660156,0.8484809,0.5,0.9735592,5.574831,5.6119943,5.5464506,5.5729947,4.8378706,4.856543,4.8188777,4.835584,False,0.9318885448916409,wide prediction interval; teacher-adapter difference; predicted high judge disagreement,5.4662346839904785
17::44,test,official_test,source_fit,17,107b,3.1,65.1,6.999999999999999,0.0,True,68.08631200790406,68.78233351707459,67.68566937446595,68.15258993804456,7.324772946536541,68.12038840278984,0.034076394885786954,1.7199743e-07,0.5283394,5,False,0.0,14.203804449676658,2.9863120079040613,3.020388402789848,-0.034076394885786954,7.5275764,7.324773,0.10473474,-0.030282894,-0.27725545,entry,entry,True,0.19357585906982422,0.045044898986816406,0.76624256,0.5,0.960217,7.5275764,7.6265483,7.416263,7.5183487,7.1609387,7.279728,7.219978,7.324773,False,0.6904024767801857,wide prediction interval,0.034076394885786954
17::53,test,official_test,source_fit,17,107b,3.1,65.1,6.999999999999999,0.24397501823713333,True,79.41450519561768,78.69924201965333,79.14905090332032,78.48031179606915,8.50488217920065,79.09540426656605,0.3191009290516291,5.031389e-07,0.23074487,5,False,0.0,11.438074291709546,14.314505195617684,13.995404266566055,0.3191009290516291,8.403206,8.504882,-0.0623285,-0.09181563,0.25582013,entry,entry,True,0.2585258483886719,0.2585258483886719,0.9873514,1.0,0.9960107,8.403206,8.346912,8.313029,8.246356,8.657885,8.596772,8.571681,8.504882,False,0.29411764705882354,routine automatic scoring,-0.3191009290516291
17::68,test,official_test,source_fit,17,5154b,3.4,81.6,8.0,0.1889822365046136,True,84.9623903274536,84.44419784545897,84.49855499267578,84.18457951247692,8.260709337890148,84.2592352464795,0.7031550809740992,2.1964779e-07,0.22263084,5,False,0.0,11.362665632212522,3.3623903274536104,2.6592352464795113,0.7031550809740992,7.703209,8.26071,0.0667158,-0.10855929,0.5993443,entry,entry,True,0.5949277877807617,0.5949277877807617,0.36224338,0.5,0.9764651,7.703209,7.769313,7.582021,7.665782,8.305121,8.358489,8.1952305,8.26071,False,0.7089783281733746,routine automatic scoring,-0.7031550809740992
17::79,test,official_test,source_fit,17,5353b,3.3,70.95,7.166666666666668,0.2672612419124244,True,77.16462821960448,77.32180824279784,77.18725447654722,74.99983007758854,7.638240188360214,75.61857786476611,1.5460503548383713,2.201364e-06,0.48474526,5,False,0.0,13.79865727571186,6.214628219604478,4.668577864766107,1.5460503548383713,7.540242,7.6382403,0.008881013,0.29141346,-0.20229633,flight,flight,True,0.40245580673217773,0.07337331771850586,0.8848737,0.0,0.9977481,7.540242,7.5951796,7.732294,7.7116137,7.2207036,7.2357845,7.663735,7.6382403,False,0.6222910216718266,routine automatic scoring,-1.5460503548383713
17::80,test,official_test,source_fit,17,307c,3.5,57.75,5.5,0.408248290463863,True,86.24387311935425,85.86210536956787,85.97138357162476,86.10299972444773,8.220122195780277,86.31128305569291,0.0674099363386631,1.468212e-07,0.5099732,5,False,0.0,14.033116368719227,28.493873119354248,28.56128305569291,-0.0674099363386631,7.3291936,8.220122,-0.13479066,0.31743407,0.70828533,entry,entry,True,0.686708927154541,0.686708927154541,0.81515735,0.5,0.9902052,7.3291936,7.1665754,7.6677384,7.5334134,8.051102,7.9317527,8.335039,8.220122,True,0.8978328173374613,wide prediction interval; predicted high judge disagreement,0.0674099363386631
17::84,test,official_test,source_fit,17,205b,3.0,76.5,8.5,0.2439750182371333,True,77.92612838745117,77.1002140045166,76.26057529449463,76.82951554656029,8.58000273257494,77.22002459317446,0.7061037942767143,5.973781e-07,0.36697876,5,False,0.0,12.704180260178921,1.4261283874511719,0.7200245931744576,0.7061037942767143,8.469069,8.580003,-0.078574814,-0.008434932,0.197944,entry,entry,True,0.20069503784179688,0.20069503784179688,0.84641933,0.5,0.987535,8.469069,8.394412,8.470716,8.379308,8.666624,8.596158,8.660133,8.580003,False,0.4551083591331269,routine automatic scoring,-0.7061037942767143
17::85,test,official_test,source_fit,17,109c,3.8,81.7,7.166666666666668,0.2672612419124244,True,92.59771156311034,92.31258544921874,90.90780715942381,91.01866422593592,8.021646328270435,91.44676814228295,1.1509434208273888,2.0825516e-07,0.25480887,5,False,0.0,11.661715988187046,10.897711563110335,9.746768142282946,1.1509434208273888,8.029289,8.0216465,-0.09208862,0.27494583,-0.19049995,flight,flight,True,0.41716766357421875,0.41716766357421875,-0.51713693,0.0,0.75826156,8.029289,7.9655895,8.166126,8.088313,7.719069,7.604479,8.138011,8.0216465,False,0.5758513931888545,phase boundary ambiguity,-1.1509434208273888
17::87,test,official_test,source_fit,17,205b,3.0,72.0,8.0,0.1889822365046136,True,72.51278686523438,72.36127853393555,71.97824621200562,69.83343762159348,7.869772166013718,70.82794949412346,1.6848373711109161,2.4074955e-08,0.3845891,5,False,0.0,12.867844068466498,0.512786865234375,1.1720505058765411,-0.6592636406421661,7.9991403,7.869772,-0.060014803,-0.042576153,-0.026777348,takeoff,flight,False,0.07192659378051758,0.09570884704589844,0.58185375,0.0,0.92543983,7.9991403,7.9494815,8.031635,7.965481,8.039739,7.988975,7.9416986,7.869772,False,0.6501547987616099,routine automatic scoring,0.6592636406421661
17::97,test,official_test,source_fit,17,307c,3.5,63.0,6.0,0.5345224838248488,True,77.54618239402771,78.24797916412354,77.64683890342712,77.02476055920124,7.320955865085125,76.87003658339381,0.6761458106338978,1.1623709e-07,0.09210378,5,False,0.0,10.149596786152136,14.54618239402771,13.870036583393812,0.6761458106338978,7.800688,7.3209558,0.039499044,-0.23872423,-0.28050685,entry,entry,True,0.28937339782714844,0.05811929702758789,0.89097273,1.0,0.60117334,7.800688,7.823853,7.561873,7.610329,7.531334,7.557303,7.2628365,7.3209558,True,0.4953560371517028,routine automatic scoring,-0.6761458106338978
17::103,test,official_test,source_fit,17,407c,3.4,81.6,8.0,0.5,True,81.18673782348633,81.13891267776489,80.89878015518188,81.31368141174316,7.981551803648472,81.4118283972144,0.22509057372808172,1.4035267e-07,0.57573277,5,False,0.0,14.644260496655084,0.41326217651366903,0.1881716027855873,0.22509057372808172,8.035371,7.9815516,-0.018175045,-0.04483525,0.009191115,flight,flight,True,0.052813053131103516,0.052813053131103516,0.57840353,0.5,0.5513645,8.035371,8.020686,7.9973893,7.9760475,8.047125,8.034365,8.004341,7.9815516,True,0.5232198142414861,wide prediction interval,-0.22509057372808172
17::112,test,official_test,source_fit,17,407c,3.4,78.2,7.666666666666668,0.37796447300922725,True,84.43563766479491,83.98305702209473,84.30753650665282,84.10317526459693,8.251722268760204,84.16756714135408,0.2680705234408265,7.0034524e-08,0.32649213,5,False,0.0,12.32791289818076,6.235637664794908,5.967567141354081,0.2680705234408265,8.534766,8.251722,-0.04660209,-0.076052986,-0.16038878,entry,entry,True,0.17088794708251953,0.041474342346191406,0.48315245,0.5,-0.27521044,8.534766,8.48266,8.458612,8.42261,8.3845005,8.328051,8.293197,8.251722,False,0.26625386996904027,routine automatic scoring,-0.2680705234408265
17::114,test,official_test,source_fit,17,307c,3.5,80.5,7.666666666666667,0.37796447300922725,True,84.14005994796753,84.02038764953613,83.33471775054932,82.3561367020011,7.899089001119137,82.94043451175094,1.1996254362165928,1.696381e-07,0.6028359,5,False,0.0,14.89614663261767,3.6400599479675293,2.4404345117509365,1.1996254362165928,8.148904,7.899089,-0.16818428,-0.04490328,-0.03672743,takeoff,takeoff,True,0.1627216339111328,0.08237171173095703,0.6870987,0.5,0.039521575,8.148904,7.9735193,8.145585,7.9814606,8.156083,7.987314,8.0618105,7.899089,False,0.6811145510835913,wide prediction interval,-1.1996254362165928
17::125,test,official_test,source_fit,17,5154b,3.4,74.8,7.333333333333334,0.3933978962347216,True,80.3234046936035,80.38313627243042,75.90583105087279,78.67459397614002,7.739886432886124,78.94684161543846,1.3765630781650486,2.0781512e-07,0.3809643,5,False,0.0,12.834156586258018,5.52340469360351,4.146841615438461,1.3765630781650486,7.6986556,7.7398863,-0.032319386,0.6535196,-0.57996947,flight,flight,True,0.8038234710693359,0.045296669006347656,0.117611766,0.0,0.99483114,7.6986556,7.6795897,8.2021475,8.159798,6.9589043,6.936063,7.785183,7.7398863,True,0.8513931888544891,phase boundary ambiguity; predicted high judge disagreement,-1.3765630781650486
17::138,test,official_test,source_fit,17,5353b,3.3,69.3,7.000000000000001,0.24397501823713333,True,73.38364992141723,74.01186962127684,72.45915040969848,71.25383532196282,7.245923012495041,71.7346378237009,1.6490120977163372,2.3250093e-06,0.43095237,5,False,0.0,13.29872659764856,4.0836499214172335,2.4346378237008963,1.6490120977163372,7.3269644,7.245923,-0.073080145,0.15538566,-0.16334684,entry,flight,False,0.07676219940185547,0.09046125411987305,0.9006476,0.5,0.93728924,7.3269644,7.269729,7.402448,7.3226852,7.0754967,7.0121717,7.3363843,7.245923,False,0.6408668730650154,routine automatic scoring,-1.6490120977163372
17::150,test,official_test,source_fit,17,305b,3.0,76.5,8.5,0.2439750182371333,True,68.52383995056152,68.86927843093872,65.85025691986084,66.76750575006008,7.448325008153915,67.03492507338524,1.4889148771762848,1.3445722e-07,0.10756119,5,False,0.0,10.293252108428177,7.976160049438477,9.465074926614761,-1.4889148771762848,6.687049,7.448325,-0.06620654,1.2358829,-0.40840015,flight,flight,True,1.4041357040405273,1.4041357040405273,0.97852397,1.0,0.6921924,6.687049,6.6305127,7.7620544,7.69334,6.1226387,6.0441895,7.5168266,7.448325,False,0.8978328173374613,predicted high judge disagreement,1.4889148771762848
17::151,test,official_test,source_fit,17,205b,3.0,72.0,8.0,0.2439750182371333,True,60.97733974456787,62.26292896270752,60.127676010131836,59.87891601026058,6.688319660723209,60.194876946508884,0.7824627980589867,2.6881946e-07,0.28905612,5,False,0.0,11.979996886643217,11.022660255432129,11.805123053491116,-0.7824627980589867,6.947734,6.6883197,-0.025566816,0.07126832,-0.3051157,entry,entry,True,0.26738834381103516,0.10918903350830078,0.9679229,1.0,0.56535465,6.947734,6.9371877,6.9823627,6.955708,6.606172,6.5791306,6.727626,6.6883197,False,0.5201238390092879,routine automatic scoring,0.7824627980589867
17::153,test,official_test,source_fit,17,5353b,3.3,69.3,7.000000000000001,0.34503277967117707,True,76.97981328964232,77.16002082824706,77.00216102600096,74.91178216785191,7.6344828605651855,75.58138031959533,1.398432970046997,2.298011e-06,0.48478732,5,False,0.0,13.799048082412588,7.6798132896423255,6.281380319595328,1.398432970046997,7.8281984,7.634483,-0.08387915,0.04520448,-0.1550409,entry,entry,True,0.1566925048828125,0.1566925048828125,0.9157207,0.5,0.4697135,7.8281984,7.749905,7.8822036,7.7911754,7.672587,7.6003013,7.72617,7.634483,False,0.5882352941176471,routine automatic scoring,-1.398432970046997
17::160,test,official_test,source_fit,17,5154b,3.4,81.6,8.0,0.34503277967117707,True,83.5037841796875,83.16730098724365,82.01148204803467,80.81002421379088,7.986692398786545,81.46426246762275,2.0395217120647544,1.930767e-07,0.24159722,5,False,0.0,11.538931917955685,1.9037841796875057,0.13573753237724873,1.768046647310257,7.9864774,7.9866924,-0.059805553,0.5791722,-0.5191516,flight,flight,True,0.8288774490356445,0.07016181945800781,0.22743306,0.5,0.9874193,7.9864774,7.936725,8.315641,8.2515745,7.2127533,7.157815,8.056854,7.9866924,False,0.7058823529411765,phase boundary ambiguity,-1.768046647310257
17::162,test,official_test,source_fit,17,109c,3.8,74.1,6.5,0.28867513459481287,True,81.98536891937255,83.02234582900999,80.64853448867797,81.59047292768955,7.171076916158199,81.75027684420346,0.23509207516909214,5.643286e-07,0.54451317,5,False,0.0,14.354117403679899,7.885368919372553,7.650276844203461,0.23509207516909214,7.419145,7.171077,-0.14104342,0.052416086,-0.159441,entry,takeoff,False,0.1376953125,0.16590070724487305,0.8449855,0.5,0.8903393,7.419145,7.3303213,7.436417,7.308772,7.265321,7.0561543,7.3369775,7.171077,False,0.4117647058823529,wide prediction interval,-0.23509207516909214
17::163,test,official_test,source_fit,17,5154b,3.4,73.1,7.166666666666667,0.2672612419124244,True,83.66883029937743,83.31178321838378,81.3078254699707,82.02269798219203,8.070028841495514,82.31429418325423,1.3545361161231995,2.2070748e-07,0.23506421,5,False,0.0,11.478216593308861,10.568830299377439,9.214294183254239,1.3545361161231995,8.046566,8.070029,-0.07695595,0.51421124,-0.41379204,flight,flight,True,0.7608394622802734,0.16725444793701172,0.20194532,0.5,0.997716,8.046566,7.9741225,8.315216,8.237284,7.3873034,7.30919,8.150431,8.070029,False,0.631578947368421,phase boundary ambiguity,-1.3545361161231995
17::164,test,official_test,source_fit,17,5154b,3.4,0.0,0.0,0.0,True,56.43837032318115,59.473727703094475,56.63187417984008,60.00600374937057,5.85381817817688,59.70894541740417,3.2705750942230267,1.3005384e-05,0.33111942,5,False,0.0,12.370917145661451,56.43837032318115,59.70894541740417,-3.2705750942230267,6.1090155,5.853818,-0.16401386,-0.16557217,0.074388504,flight,takeoff,False,0.12492179870605469,0.12409114837646484,0.667828,0.5,0.27504456,6.1090155,5.9218526,5.910995,5.729727,6.1419034,5.9787397,5.9864807,5.853818,False,0.7801857585139319,routine automatic scoring,3.2705750942230267
17::169,test,official_test,source_fit,17,5353b,3.3,82.5,8.333333333333334,0.2672612419124244,True,79.09441709518431,79.01118192672729,77.03129239082335,76.81370659321546,7.827749878168106,77.49472379386424,1.5996933013200731,1.6389366e-06,0.5377337,5,False,0.0,14.29111138674507,3.405582904815688,5.005276206135761,-1.5996933013200731,7.9121933,7.8277497,-0.068796,0.24501841,-0.26066598,entry,flight,False,0.21716737747192383,0.21716737747192383,0.2508396,0.5,0.1034082,7.9121933,7.8500586,8.119651,8.044917,7.6073227,7.5458765,7.903913,7.8277497,False,0.6377708978328174,wide prediction interval; phase boundary ambiguity,1.5996933013200731
